% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	1	1	2	4	6	6324	6	6324	0.00403276	0.000611172	0.00306793	0.00499817	1054	0	1054	1054	
0	0.25	1	2	1	4	6	6324	6	6324	0.00453188	0.000828935	0.00306705	0.00506618	1054	0	1054	1054	
0	0.25	1	3	3	4	6	6324	6	6324	0.00536551	0.000781659	0.00406793	0.00599642	1054	0	1054	1054	
0.25	0.5	1	1	2	4	4	4216	4	4216	0.00403261	3.97725e-05	0.00399817	0.00406705	1054	0	1054	1054	
0.25	0.5	1	2	1	4	4	4216	4	4216	0.00503174	3.97725e-05	0.00499729	0.00506618	1054	0	1054	1054	
0.25	0.5	1	3	3	4	4	4216	4	4216	0.00553217	0.000536062	0.00506793	0.00599642	1054	0	1054	1054	
0.5	0.75	1	1	2	4	6	6324	6	6324	0.00403261	3.77315e-05	0.00399817	0.00406705	1054	0	1054	1054	
0.5	0.75	1	2	1	4	6	6324	6	6324	0.00503174	3.77315e-05	0.00499729	0.00506618	1054	0	1054	1054	
0.5	0.75	1	3	3	4	6	6324	6	6324	0.00553217	0.000508553	0.00506793	0.00599642	1054	0	1054	1054	
0.75	1	1	1	2	4	4	4216	4	4216	0.00403261	3.97725e-05	0.00399817	0.00406705	1054	0	1054	1054	
0.75	1	1	2	1	4	4	4216	4	4216	0.00503174	3.97725e-05	0.00499729	0.00506618	1054	0	1054	1054	
0.75	1	1	3	3	4	4	4216	4	4216	0.00553217	0.000536062	0.00506793	0.00599642	1054	0	1054	1054	
1	1.25	1	1	2	4	6	6324	6	6324	0.00403261	3.77315e-05	0.00399817	0.00406705	1054	0	1054	1054	
1	1.25	1	2	1	4	6	6324	6	6324	0.00503174	3.77315e-05	0.00499729	0.00506618	1054	0	1054	1054	
1	1.25	1	3	3	4	6	6324	6	6324	0.00553217	0.000508553	0.00506793	0.00599642	1054	0	1054	1054	
1.25	1.5	1	1	2	4	4	4216	4	4216	0.00403261	3.97725e-05	0.00399817	0.00406705	1054	0	1054	1054	
1.25	1.5	1	2	1	4	4	4216	4	4216	0.00503174	3.97725e-05	0.00499729	0.00506618	1054	0	1054	1054	
1.25	1.5	1	3	3	4	4	4216	4	4216	0.00553217	0.000536062	0.00506793	0.00599642	1054	0	1054	1054	
1.5	1.75	1	1	2	3	6	6324	6	6324	0.00453305	0.00102937	0.00306793	0.00599817	1054	0	1054	1054	
1.5	1.75	1	2	1	4	6	6324	6	6324	0.00453217	0.00102937	0.00306705	0.00599729	1054	0	1054	1054	
1.5	1.75	1	3	3	4	3	3162	3	3162	0.00499642	0.001	0.00399642	0.00599642	1054	0	1054	1054	
1.75	2	1	1	2	3	4	4216	4	4216	0.00403305	0.00111442	0.00306793	0.00499817	1054	0	1054	1054	
1.75	2	1	2	1	4	4	4216	4	4216	0.00503217	0.00111442	0.00406705	0.00599729	1054	0	1054	1054	
1.75	2	1	3	3	4	2	2108	2	2108	0.00399642	0	0.00399642	0.00399642	1054	0	1054	1054	
2	2.25	1	1	2	3	6	6324	6	6324	0.00403305	0.00105723	0.00306793	0.00499817	1054	0	1054	1054	
2	2.25	1	2	1	4	6	6324	6	6324	0.00503217	0.00105723	0.00406705	0.00599729	1054	0	1054	1054	
2	2.25	1	3	3	4	3	3162	3	3162	0.00399642	0	0.00399642	0.00399642	1054	0	1054	1054	
2.25	2.5	1	1	2	3	4	4216	4	4216	0.00403305	0.00111442	0.00306793	0.00499817	1054	0	1054	1054	
2.25	2.5	1	2	1	4	4	4216	4	4216	0.00503217	0.00111442	0.00406705	0.00599729	1054	0	1054	1054	
2.25	2.5	1	3	3	4	2	2108	2	2108	0.00399642	0	0.00399642	0.00399642	1054	0	1054	1054	
2.5	2.75	1	1	2	3	6	6324	6	6324	0.00403305	0.00105723	0.00306793	0.00499817	1054	0	1054	1054	
2.5	2.75	1	2	1	4	6	6324	6	6324	0.00503217	0.00105723	0.00406705	0.00599729	1054	0	1054	1054	
2.5	2.75	1	3	3	4	3	3162	3	3162	0.00399642	0	0.00399642	0.00399642	1054	0	1054	1054	
2.75	3	1	1	2	3	4	4216	4	4216	0.00403305	0.00111442	0.00306793	0.00499817	1054	0	1054	1054	
2.75	3	1	2	1	4	4	4216	4	4216	0.00503217	0.00111442	0.00406705	0.00599729	1054	0	1054	1054	
2.75	3	1	3	3	4	2	2108	2	2108	0.00399642	0	0.00399642	0.00399642	1054	0	1054	1054	
